"Name","Tags","User","Created","Runtime","args.rnn_hidden","args.cnn_hidden","movingAverage","Training reward","args.num_revisit","args.model_id","optimizer","env index","params.lr","params.model","params.num_trajs","score"
"misty-jazz-2814","training-easy","sy2938","2021-04-17T07:48:27.000Z","781","","","","0.8867413289867727","","","","","","","",""
"generous-mountain-2811","training-hard","sy2938","2021-04-17T07:34:26.000Z","847","","","","0.7898175097648164","","","","","","","",""
"floral-dust-2810","training-easy","sy2938","2021-04-17T07:34:20.000Z","845","","","","0.7082653196393949","","","","","","","",""
"wise-brook-2808","training-hard","sy2938","2021-04-17T07:20:14.000Z","850","","","","0.6311876788827249","","","","","","","",""
"flowing-butterfly-2807","training-easy","sy2938","2021-04-17T07:20:08.000Z","850","","","","0.7058461509350309","","","","","","","",""
"logical-terrain-2805","training-hard","sy2938","2021-04-17T07:06:06.000Z","845","","","","1.1255677057238245","","","","","","","",""
"clean-jazz-2804","training-easy","sy2938","2021-04-17T07:06:04.000Z","842","","","","0.7058461509391236","","","","","","","",""
"brisk-plasma-2801","training-hard","sy2938","2021-04-17T06:51:48.000Z","855","","","","1.1753071482205542","","","","","","","",""
"copper-voice-2800","training-easy","sy2938","2021-04-17T06:51:45.000Z","857","","","","0.7082653196353021","","","","","","","",""
"worthy-totem-2799","training-hard","sy2938","2021-04-17T06:51:13.000Z","31","","","","0.05976691305932036","","","","","","","",""
"hearty-sponge-2798","training-hard","sy2938","2021-04-17T06:47:16.000Z","5","","","","","","","","","","","",""
"apricot-firebrand-2797","training-easy","sy2938","2021-04-17T06:46:37.000Z","284","","","","0.7022608541847148","","","","","","","",""
